ind,loanAmount,intRate,installment,grade,annualInc,totCurBal,totalRevHiLim,totHiCredLim,totalBalExMort,totalBcLimit,totalIlHighCreditLimit,Dietz,blade
685," 10,000.00 ", 0.08 ,311.62,A," 60,000.00 "," 36,835.00 ",52000.00,95815,36835,51500,43815,-0.22,w
686," 20,000.00 ", 0.07 ,614.08,A," 130,000.00 "," 422,602.00 ",68000.00,478142,47169,63000,31842,0.06,e
687," 15,000.00 ", 0.13 ,504.33,B," 110,000.00 "," 30,280.00 ",9500.00,40299,30280,6200,30799,0.04,r
688," 15,600.00 ", 0.06 ,474.8,A," 240,000.00 "," 281,677.00 ",32700.00,367671,49814,23100,64971,0.05,w
689," 20,000.00 ", 0.12 ,664.2,B," 70,000.00 "," 18,575.00 ",10500.00,28584,18575,10500,18084,0.08,e
690," 18,550.00 ", 0.16 ,453.47,C," 64,792.00 "," 256,318.00 ",19776.00,289413,24425,3500,25975,0.13,r
691," 18,000.00 ", 0.07 ,552.67,A," 99,000.00 "," 277,261.00 ",56500.00,346475,74674,19700,71164,0.06,w
692," 18,000.00 ", 0.12 ,597.78,B," 60,000.00 "," 195,183.00 ",41200.00,237589,38596,21600,34486,0.11,e
693," 24,000.00 ", 0.08 ,750.97,A," 82,570.00 "," 250,275.00 ",28800.00,267589,22055,22300,0,0.07,r
694," 7,500.00 ", 0.08 ,234.68,A," 30,000.00 "," 16,794.00 ",23400.00,47225,11124,21400,8825,0.04,w
695," 15,000.00 ", 0.12 ,498.15,B," 38,000.00 "," 150,178.00 ",19800.00,161050,17027,11300,4750,0.06,e
696," 20,000.00 ", 0.07 ,614.08,A," 109,000.00 "," 406,191.00 ",92700.00,483429,61416,38300,38910,0.05,r
697," 22,000.00 ", 0.16 ,769.23,C," 50,000.00 "," 27,054.00 ",21200.00,44284,27054,6900,23084,-0.09,w
698," 5,000.00 ", 0.10 ,160.57,B," 120,000.00 "," 26,981.00 ",20400.00,60221,26981,15300,39726,0.09,e
699," 16,000.00 ", 0.16 ,385.79,C," 75,000.00 "," 26,334.00 ",28270.00,63748,26334,7200,35478,-0.05,r
700," 21,000.00 ", 0.09 ,666.82,A," 85,000.00 "," 31,500.00 ",29600.00,57969,31500,24600,28369,0.08,w
701," 18,000.00 ", 0.10 ,578.03,B," 48,000.00 "," 23,347.00 ",18600.00,44851,23347,15000,26251,0.06,e
702," 22,550.00 ", 0.14 ,770.49,C," 69,000.00 "," 237,207.00 ",69000.00,291393,61222,65800,35064,0.04,r
703," 9,000.00 ", 0.09 ,285.78,A," 60,000.00 "," 167,683.00 ",32000.00,197797,48299,17600,38686,-0.04,w
704," 35,000.00 ", 0.18 ,1269.73,D," 150,000.00 "," 17,289.00 ",13400.00,30823,17289,4000,17423,0.07,e
705," 8,400.00 ", 0.06 ,255.66,A," 65,000.00 "," 74,656.00 ",49000.00,143352,24936,21100,41552,0.05,r
706," 20,000.00 ", 0.16 ,488.92,C," 93,848.00 "," 50,125.00 ",23500.00,78798,50125,12300,55298,0.06,w
707," 12,000.00 ", 0.14 ,407.4,B," 48,000.00 "," 40,854.00 ",26400.00,71210,40854,21100,44810,0.12,e
708," 4,000.00 ", 0.18 ,143.75,D," 87,111.00 "," 20,420.00 ",5800.00,28881,20420,0,23081,0.13,r
709," 10,000.00 ", 0.14 ,341.68,C," 60,000.00 "," 33,828.00 ",9400.00,93925,8001,9400,23525,0.07,w
710," 15,000.00 ", 0.24 ,432.22,F," 105,000.00 "," 48,449.00 ",11500.00,71837,48449,5800,60337,0.14,e
711," 11,500.00 ", 0.11 ,376.45,B," 65,000.00 "," 160,353.00 ",23500.00,182139,33561,7300,24874,0.10,r
712," 12,000.00 ", 0.09 ,381.04,A," 61,500.00 "," 166,122.00 ",9000.00,179847,35824,5100,38150,0.04,w
713," 8,000.00 ", 0.10 ,256.9,B," 65,000.00 "," 231,877.00 ",35000.00,260315,29590,22300,11705,0.08,e
714," 5,000.00 ", 0.12 ,166.05,B," 41,000.00 "," 35,276.00 ",7300.00,50016,35276,4000,42716,0.11,r
715," 35,000.00 ", 0.15 ,1212.95,C," 400,000.00 "," 76,581.00 ",32100.00,129154,76581,32100,31249,0.14,w
716," 32,350.00 ", 0.18 ,1162.57,D," 675,000.00 "," 825,396.00 ",22400.00,814609,9216,8500,0,0.17,e
717," 24,000.00 ", 0.16 ,586.7,C," 220,000.00 "," 16,315.00 ",32200.00,72661,16315,21900,0,0.11,r
718," 9,600.00 ", 0.08 ,300.39,A," 73,000.00 "," 65,624.00 ",23200.00,104489,16328,3600,7849,0.06,w
719," 15,000.00 ", 0.11 ,491.01,B," 69,000.00 "," 27,589.00 ",20200.00,38422,27589,10000,18222,0.04,e
720," 14,675.00 ", 0.25 ,426.44,F," 50,000.00 "," 190,732.00 ",22200.00,204103,38638,12700,28903,-0.51,r
721," 22,000.00 ", 0.06 ,669.59,A," 95,000.00 "," 462,085.00 ",112300.00,574517,63469,88000,44204,0.04,w
722," 24,000.00 ", 0.12 ,797.03,B," 85,000.00 "," 222,966.00 ",17500.00,254348,53578,2200,48618,0.09,e
723," 6,000.00 ", 0.14 ,205.01,C," 113,000.00 "," 295,478.00 ",49300.00,326748,60870,25500,29448,0.13,r
724," 35,000.00 ", 0.14 ,1188.25,B," 80,000.00 "," 215,011.00 ",59400.00,257445,63545,25200,38984,0.13,w
725," 20,000.00 ", 0.13 ,672.44,B," 83,000.00 "," 408,232.00 ",57900.00,437889,108875,55000,61092,0.07,e
726," 35,000.00 ", 0.18 ,893.54,D," 104,500.00 "," 407,588.00 ",53000.00,468030,125087,27700,127415,-0.25,r
727," 10,000.00 ", 0.14 ,339.5,B," 45,000.00 "," 11,076.00 ",23800.00,23800,11076,5900,0,0.10,w
728," 15,000.00 ", 0.11 ,491.01,B," 140,000.00 "," 386,573.00 ",51500.00,434770,38339,39500,16272,0.07,e
729," 9,600.00 ", 0.12 ,318.82,B," 53,000.00 "," 155,584.00 ",20400.00,170623,34998,6600,26659,0.11,r
730," 20,000.00 ", 0.14 ,688.13,C," 72,000.00 "," 64,193.00 ",23700.00,84832,64193,23700,61132,0.08,w
731," 12,000.00 ", 0.15 ,415.87,C," 64,000.00 "," 65,585.00 ",12800.00,70999,65585,11000,58199,-0.26,e
732," 20,000.00 ", 0.09 ,635.07,A," 68,200.00 "," 303,288.00 ",54900.00,391300,30232,54900,0,0.08,r
733," 10,000.00 ", 0.11 ,327.34,B," 60,000.00 "," 4,965.00 ",22600.00,22600,4965,20300,0,-0.07,w
734," 11,000.00 ", 0.06 ,334.8,A," 43,000.00 "," 34,862.00 ",154400.00,163400,34862,54900,9000,-0.33,e
735," 6,150.00 ", 0.23 ,239.35,E," 60,000.00 "," 47,155.00 ",70600.00,94915,47155,54200,24315,0.23,r
736," 6,075.00 ", 0.18 ,218.32,D," 24,000.00 "," 5,781.00 ",8600.00,8600,5781,7600,0,-0.11,w
737," 5,000.00 ", 0.19 ,183.84,D," 42,000.00 "," 35,911.00 ",16700.00,45707,35911,13900,29007,0.19,e
738," 24,000.00 ", 0.19 ,625.49,D," 70,000.00 "," 192,394.00 ",22500.00,203864,58802,3300,44055,0.28,r
739," 35,000.00 ", 0.18 ,880.61,D," 149,000.00 "," 523,680.00 ",38400.00,579226,108264,21700,101243,-0.55,w
740," 5,000.00 ", 0.14 ,169.75,B," 82,000.00 "," 182,005.00 ",20500.00,211669,22365,17900,23913,0.13,e
741," 10,000.00 ", 0.11 ,327.34,B," 33,000.00 "," 10,944.00 ",14000.00,25319,10944,11200,11319,0.10,r
742," 12,375.00 ", 0.14 ,422.83,C," 28,500.00 "," 41,440.00 ",25500.00,66400,13368,14500,0,0.09,w
743," 15,000.00 ", 0.14 ,509.25,B," 110,000.00 "," 195,298.00 ",25275.00,213687,109784,20375,92412,0.08,e
744," 10,000.00 ", 0.14 ,344.07,C," 60,000.00 "," 336,908.00 ",20400.00,375601,113834,8100,74707,0.14,r
745," 35,000.00 ", 0.24 ,1374.63,F," 130,000.00 "," 40,784.00 ",40000.00,59335,40784,28500,19335,0.13,w
746," 29,700.00 ", 0.16 ,716.11,C," 60,000.00 "," 235,037.00 ",65000.00,272692,61967,63000,32417,-0.29,e
747," 20,000.00 ", 0.08 ,623.23,A," 70,000.00 "," 98,879.00 ",29200.00,122644,46992,20300,39914,0.07,r
748," 21,000.00 ", 0.14 ,717.53,C," 83,000.00 "," 252,654.00 ",22900.00,280007,163825,18000,158707,0.13,w
749," 15,000.00 ", 0.14 ,348.87,C," 38,000.00 "," 116,730.00 ",23400.00,142574,21228,23400,21374,0.21,e
750," 1,300.00 ", 0.20 ,48.3,D," 27,434.00 "," 60,875.00 ",6200.00,62931,60875,1800,56731,0.19,r
751," 10,000.00 ", 0.13 ,336.22,B," 65,000.00 "," 193,503.00 ",41700.00,222011,43866,27600,27627,0.08,w
752," 16,000.00 ", 0.14 ,368.41,B," 65,000.00 "," 35,757.00 ",14500.00,60521,35757,4500,46021,0.10,e
753," 24,000.00 ", 0.24 ,691.55,F," 75,000.00 "," 24,413.00 ",3700.00,27986,24413,2100,0,0.22,r
754," 35,000.00 ", 0.18 ,1257.8,D," 110,000.00 "," 279,672.00 ",70200.00,336105,30978,61400,0,-0.31,w
755," 3,200.00 ", 0.16 ,77.16,C," 87,000.00 "," 239,797.00 ",11600.00,266586,64495,3300,64010,0.11,e
756," 13,000.00 ", 0.11 ,425.55,B," 115,000.00 "," 23,657.00 ",17400.00,56843,23657,10200,39443,0.10,r
757," 6,800.00 ", 0.11 ,222.6,B," 35,000.00 "," 84,916.00 ",9700.00,124899,31357,0,44511,0.10,w
758," 3,000.00 ", 0.18 ,108.84,D," 43,000.00 "," 21,632.00 ",2100.00,23160,21632,1600,21060,0.15,e
759," 12,625.00 ", 0.17 ,450.06,D," 35,000.00 "," 18,993.00 ",20100.00,27573,18993,17300,7473,-0.21,r
760," 10,000.00 ", 0.14 ,344.07,C," 115,000.00 "," 169,104.00 ",29800.00,220145,24754,22900,0,0.14,w
761," 25,000.00 ", 0.17 ,621.18,D," 200,000.00 "," 247,465.00 ",15300.00,307366,116263,12900,143566,0.22,e
762," 21,200.00 ", 0.18 ,769.1,D," 125,000.00 "," 34,848.00 ",52800.00,60566,34848,45700,7766,0.18,r
763," 5,500.00 ", 0.08 ,171.39,A," 120,000.00 "," 287,958.00 ",50600.00,332967,55247,35600,20000,0.07,w
764," 24,000.00 ", 0.06 ,730.46,A," 120,000.00 "," 275,807.00 ",75200.00,360124,57713,55200,61674,0.02,e
765," 20,000.00 ", 0.15 ,693.12,C," 70,000.00 "," 36,322.00 ",31400.00,85604,36322,19500,54204,0.14,r
766," 5,000.00 ", 0.20 ,185.75,D," 50,000.00 "," 11,583.00 ",5400.00,20208,11583,2300,14808,0.15,w
767," 7,000.00 ", 0.14 ,240.85,C," 50,000.00 "," 44,655.00 ",8500.00,50580,44655,800,42080,0.14,e
768," 30,750.00 ", 0.18 ,785.04,D," 76,000.00 "," 16,496.00 ",25900.00,35969,16496,11900,10069,0.26,r
769," 6,000.00 ", 0.14 ,203.7,B," 30,000.00 "," 45,804.00 ",28600.00,78859,45804,26000,50259,0.05,w
770," 10,000.00 ", 0.07 ,307.04,A," 47,000.00 "," 184,222.00 ",18900.00,210429,18489,13100,11240,0.05,e
771," 7,500.00 ", 0.16 ,262.24,C," 43,000.00 "," 17,286.00 ",16900.00,30508,17286,7900,13608,-0.12,r
772," 15,000.00 ", 0.14 ,509.25,B," 110,000.00 "," 29,035.00 ",12500.00,45677,29035,11700,33177,0.13,w
773," 14,000.00 ", 0.10 ,449.58,B," 70,000.00 "," 166,863.00 ",27300.00,196908,44362,12300,37049,0.01,e
774," 22,000.00 ", 0.16 ,769.23,C," 55,200.00 "," 256,767.00 ",46600.00,368794,44794,39800,11694,0.09,r
775," 9,600.00 ", 0.07 ,294.76,A," 97,000.00 "," 245,403.00 ",60300.00,298519,81418,50000,70360,0.06,w
776," 5,325.00 ", 0.14 ,181.95,C," 33,000.00 "," 137,798.00 ",17800.00,146009,48749,3500,35618,0.11,e
777," 7,200.00 ", 0.11 ,235.69,B," 80,000.00 "," 12,025.00 ",4800.00,22411,12025,3000,17611,0.10,r
778," 20,000.00 ", 0.15 ,475.59,C," 48,000.00 "," 60,713.00 ",43300.00,107474,60713,37200,64174,0.19,w
779," 15,875.00 ", 0.22 ,442.07,E," 40,000.00 "," 22,934.00 ",36300.00,58481,22934,21500,22181,0.29,e
780," 14,000.00 ", 0.18 ,503.12,D," 60,000.00 "," 62,841.00 ",13000.00,74999,62841,8800,61999,0.17,r
781," 18,000.00 ", 0.10 ,578.03,B," 115,000.00 "," 136,850.00 ",2200.00,143904,136850,2200,141704,0.09,w
782," 11,200.00 ", 0.14 ,263.35,C," 65,450.00 "," 293,155.00 ",62900.00,367392,68503,13900,64898,0.16,e
783," 32,000.00 ", 0.23 ,900.26,E," 110,000.00 "," 205,011.00 ",41200.00,252181,63516,22200,46446,0.03,r
784," 10,000.00 ", 0.09 ,317.54,A," 45,000.00 "," 24,090.00 ",13900.00,33346,24090,5100,19446,0.08,w
785," 35,000.00 ", 0.20 ,926.71,D," 115,000.00 "," 63,531.00 ",37200.00,80228,63531,36400,42933,0.24,e
786," 15,000.00 ", 0.07 ,460.56,A," 55,000.00 "," 220,992.00 ",38400.00,267765,28292,17800,28365,0.05,r
787," 14,000.00 ", 0.15 ,332.92,C," 56,500.00 "," 270,734.00 ",17000.00,286660,45228,14400,41433,0.23,w
788," 21,000.00 ", 0.10 ,674.37,B," 128,500.00 "," 334,534.00 ",97400.00,415058,179114,56000,129658,0.09,e
789," 7,850.00 ", 0.15 ,272.05,C," 45,000.00 "," 41,041.00 ",21500.00,56760,41041,12800,35260,0.14,r
790," 14,000.00 ", 0.14 ,478.36,C," 77,300.00 "," 253,328.00 ",15400.00,316780,47029,2300,54757,0.13,w
791," 17,000.00 ", 0.15 ,404.26,C," 40,000.00 "," 41,288.00 ",3600.00,44727,41288,1700,41127,0.09,e
792," 12,000.00 ", 0.19 ,312.75,D," 58,000.00 "," 36,453.00 ",21800.00,48391,36453,8000,26591,-0.68,r
793," 7,500.00 ", 0.12 ,249.08,B," 140,000.00 "," 397,784.00 ",117300.00,517171,59388,108200,32723,0.11,w
794," 28,000.00 ", 0.10 ,899.15,B," 220,000.00 "," 255,899.00 ",163500.00,433500,60879,141900,14000,0.09,e
795," 12,000.00 ", 0.18 ,301.93,D," 56,300.00 "," 25,881.00 ",19100.00,28100,25881,16500,9000,-0.32,r
796," 12,000.00 ", 0.11 ,392.81,B," 49,000.00 "," 136,512.00 ",29900.00,166731,19511,20500,15000,0.08,w
797," 20,000.00 ", 0.14 ,683.36,C," 90,000.00 "," 158,202.00 ",33400.00,187868,40984,20900,26196,0.07,e
798," 3,000.00 ", 0.11 ,98.21,B," 50,638.00 "," 44,128.00 ",11200.00,55940,44128,5800,44740,0.11,r
799," 14,400.00 ", 0.12 ,478.22,B," 75,000.00 "," 39,580.00 ",25100.00,69891,39580,8500,44791,0.12,w
800," 16,000.00 ", 0.14 ,543.2,B," 125,000.00 "," 27,007.00 ",31300.00,58489,27007,17200,27189,0.03,e
801," 18,725.00 ", 0.15 ,648.93,C," 56,400.00 "," 134,130.00 ",11700.00,136668,11400,11700,0,0.14,r
802," 12,000.00 ", 0.12 ,398.52,B," 48,450.00 "," 126,317.00 ",26500.00,140205,25391,800,10557,0.04,w
803," 7,550.00 ", 0.21 ,282.52,E," 28,000.00 "," 22,164.00 ",16100.00,31225,22164,7100,15125,0.20,e
804," 10,000.00 ", 0.19 ,260.62,D," 120,000.00 "," 339,921.00 ",19700.00,365210,32745,10900,25510,0.26,r
805," 13,000.00 ", 0.13 ,437.09,B," 165,000.00 "," 138,808.00 ",15500.00,179361,23747,15500,47861,0.12,w
806," 28,000.00 ", 0.10 ,899.15,B," 160,000.00 "," 180,805.00 ",112400.00,292114,92659,90400,84516,0.06,e
807," 5,050.00 ", 0.20 ,187.6,D," 115,000.00 "," 39,858.00 ",14100.00,43269,39858,4100,29169,0.20,r
808," 6,250.00 ", 0.18 ,226.74,D," 80,000.00 "," 55,384.00 ",12100.00,68008,55384,8300,55908,0.18,w
809," 8,500.00 ", 0.13 ,285.79,B," 45,000.00 "," 144,548.00 ",28200.00,182084,30096,8900,32764,0.12,e
810," 17,000.00 ", 0.12 ,564.57,B," 54,000.00 "," 301,407.00 ",12200.00,322504,25458,11300,25779,0.09,r
811," 9,200.00 ", 0.16 ,321.68,C," 32,200.00 "," 119,044.00 ",22100.00,135017,8968,11800,0,0.12,w
812," 22,750.00 ", 0.24 ,655.53,F," 68,300.00 "," 123,798.00 ",27300.00,146294,123798,16800,118994,0.26,e
813," 5,000.00 ", 0.16 ,176.38,C," 40,000.00 "," 55,166.00 ",10800.00,64430,55166,10400,53630,0.13,r
814," 7,400.00 ", 0.08 ,231.55,A," 78,000.00 "," 284,558.00 ",19900.00,318193,168245,13900,170648,0.07,w
815," 3,600.00 ", 0.18 ,130.61,D," 55,000.00 "," 220,665.00 ",16900.00,243196,9878,1800,7000,0.17,e
816," 12,000.00 ", 0.18 ,306.36,D," 67,000.00 "," 34,401.00 ",23900.00,43838,34401,10400,19938,-0.60,r
817," 15,000.00 ", 0.14 ,512.52,C," 60,000.00 "," 22,437.00 ",16000.00,42431,22437,14600,26431,-0.19,w
818," 22,000.00 ", 0.15 ,523.15,C," 70,000.00 "," 40,167.00 ",28000.00,60313,40167,26900,32313,-0.43,e
819," 18,000.00 ", 0.10 ,578.03,B," 105,000.00 "," 20,872.00 ",19600.00,31408,20872,12500,11808,0.09,r
820," 12,000.00 ", 0.17 ,427.78,D," 48,000.00 "," 151,981.00 ",20300.00,157452,37034,18000,11962,0.16,w
821," 7,500.00 ", 0.14 ,254.63,B," 31,500.00 "," 24,838.00 ",19800.00,35171,24838,13800,15371,0.13,e
822," 8,000.00 ", 0.14 ,273.35,C," 130,000.00 "," 26,236.00 ",22900.00,77710,26236,4600,54810,0.11,r
823," 34,475.00 ", 0.15 ,819.8,C," 69,000.00 "," 259,171.00 ",33000.00,309362,68651,5000,66112,-0.49,w
824," 12,000.00 ", 0.11 ,392.81,B," 45,000.00 "," 19,571.00 ",39000.00,48698,19571,21100,9698,0.10,e
825," 21,200.00 ", 0.18 ,533.4,D," 82,800.00 "," 374,586.00 ",17300.00,411862,62267,4600,57062,0.12,r
826," 20,000.00 ", 0.08 ,625.81,A," 114,000.00 "," 407,156.00 ",55400.00,492259,29439,41300,19859,0.07,w
827," 19,575.00 ", 0.24 ,559.73,F," 66,000.00 "," 197,313.00 ",24500.00,225586,77852,12100,69086,-0.57,e
828," 16,000.00 ", 0.19 ,416.99,D," 75,000.00 "," 121,915.00 ",35500.00,137788,46784,17500,25023,0.21,r
829," 30,000.00 ", 0.16 ,1058.27,C," 81,000.00 "," 36,436.00 ",23100.00,61425,36436,16200,38325,-0.20,w
830," 35,000.00 ", 0.17 ,1247.68,D," 110,000.00 "," 25,549.00 ",30300.00,41235,25549,25300,10935,0.17,e
831," 14,000.00 ", 0.19 ,364.87,D," 68,800.00 "," 55,897.00 ",7500.00,69102,55897,1500,61602,0.20,r
832," 10,000.00 ", 0.23 ,386.58,E," 49,000.00 "," 14,167.00 ",32100.00,32559,14167,17800,0,0.22,w
833," 35,000.00 ", 0.21 ,937.06,E," 96,000.00 "," 20,461.00 ",27600.00,39100,20461,27300,11500,0.09,e
834," 12,000.00 ", 0.17 ,427.78,D," 65,000.00 "," 161,228.00 ",23500.00,179960,61573,21000,53460,0.16,r
835," 15,000.00 ", 0.14 ,509.25,B," 75,000.00 "," 221,186.00 ",22700.00,253364,55763,17600,51009,0.13,w
836," 10,000.00 ", 0.14 ,341.68,C," 50,000.00 "," 52,861.00 ",46700.00,102688,52861,31300,55988,0.06,e
837," 5,000.00 ", 0.10 ,160.57,B," 39,400.00 "," 157,696.00 ",8700.00,168819,22849,6700,22754,0.07,r
838," 12,000.00 ", 0.13 ,403.47,B," 46,000.00 "," 51,046.00 ",19500.00,69915,51046,16400,50415,0.11,w
839," 10,000.00 ", 0.16 ,349.65,C," 70,000.00 "," 25,703.00 ",29100.00,36100,25703,5600,7000,0.07,e
840," 16,000.00 ", 0.10 ,513.8,B," 70,000.00 "," 50,479.00 ",75700.00,83700,50479,67100,8000,0.07,r
841," 15,000.00 ", 0.09 ,476.3,A," 78,000.00 "," 104,137.00 ",29600.00,128100,13243,27200,0,0.04,w
842," 22,000.00 ", 0.15 ,762.43,C," 118,000.00 "," 47,504.00 ",36900.00,76964,47504,17100,40064,0.10,e
843," 16,000.00 ", 0.06 ,486.97,A," 39,800.00 "," 167,162.00 ",42300.00,235799,34537,42300,42499,0.03,r
844," 17,000.00 ", 0.14 ,399.72,C," 70,000.00 "," 104,279.00 ",14550.00,133405,11514,5950,21054,0.19,w
845," 10,000.00 ", 0.17 ,248.48,D," 60,000.00 "," 307,151.00 ",11500.00,323800,57760,8600,33938,0.16,e
846," 10,000.00 ", 0.12 ,332.1,B," 70,000.00 "," 14,567.00 ",16200.00,49295,14567,7300,33095,-0.06,r
847," 10,000.00 ", 0.14 ,339.5,B," 120,000.00 "," 90,284.00 ",13300.00,115213,64275,13300,57012,0.13,w
848," 12,000.00 ", 0.13 ,403.47,B," 85,000.00 "," 27,715.00 ",38700.00,38700,27715,5900,0,0.11,e
849," 1,000.00 ", 0.16 ,34.97,C," 110,000.00 "," 242,707.00 ",20400.00,266087,56382,11500,52727,0.13,r
850," 7,000.00 ", 0.10 ,224.79,B," 30,000.00 "," 24,061.00 ",30600.00,51081,24061,9300,20481,0.09,w
851," 20,000.00 ", 0.09 ,635.07,A," 72,000.00 "," 264,998.00 ",33000.00,312179,79479,28800,88154,0.08,e
852," 35,000.00 ", 0.14 ,1195.88,C," 120,000.00 "," 281,509.00 ",182600.00,473065,252427,30500,72846,0.08,r
853," 10,000.00 ", 0.13 ,336.22,B," 35,000.00 "," 13,732.00 ",29900.00,55342,13732,13200,25442,0.12,w
854," 8,000.00 ", 0.13 ,268.98,B," 76,500.00 "," 176,982.00 ",8500.00,213820,9427,8500,3000,0.00,e
855," 15,000.00 ", 0.15 ,519.84,C," 88,000.00 "," 12,628.00 ",27900.00,27900,12628,9500,0,0.13,r
856," 6,025.00 ", 0.14 ,205.87,C," 24,000.00 "," 15,203.00 ",27700.00,27700,15203,12700,0,0.13,w
857," 29,400.00 ", 0.09 ,933.55,A," 71,500.00 "," 93,131.00 ",12000.00,97897,93131,12000,85897,0.03,e
858," 16,750.00 ", 0.15 ,580.49,C," 42,000.00 "," 29,389.00 ",27400.00,41984,29389,23000,14584,0.14,r
859," 10,000.00 ", 0.08 ,312.91,A," 80,000.00 "," 86,185.00 ",19800.00,100037,10733,12300,0,0.07,w
860," 26,000.00 ", 0.09 ,825.59,A," 60,000.00 "," 213,141.00 ",57300.00,261387,55514,32300,33147,0.08,e
861," 10,000.00 ", 0.19 ,367.68,D," 62,000.00 "," 9,917.00 ",6600.00,14100,9917,3000,7500,-0.04,r
862," 17,450.00 ", 0.15 ,604.74,C," 136,900.00 "," 404,552.00 ",33600.00,436366,9168,21800,0,0.02,w
863," 10,000.00 ", 0.14 ,341.68,C," 70,000.00 "," 11,271.00 ",6400.00,31748,11271,6100,25348,0.14,e
864," 7,000.00 ", 0.14 ,237.65,B," 85,000.00 "," 8,142.00 ",25700.00,25700,8142,20900,0,0.13,r
865," 4,450.00 ", 0.17 ,158.64,D," 48,700.00 "," 210,437.00 ",7900.00,231751,16109,4800,14000,0.16,w
866," 18,000.00 ", 0.09 ,571.56,A," 45,000.00 "," 3,807.00 ",17200.00,17200,3807,15500,0,0.05,e
867," 6,000.00 ", 0.14 ,205.01,C," 106,000.00 "," 293,245.00 ",27300.00,331696,31474,20700,21175,0.13,r
868," 10,000.00 ", 0.13 ,336.22,B," 30,000.00 "," 21,432.00 ",18500.00,39744,21432,6600,21244,0.12,w
869," 18,000.00 ", 0.08 ,563.23,A," 89,500.00 "," 109,310.00 ",27000.00,136750,24765,20600,24500,0.05,e
870," 12,150.00 ", 0.07 ,373.05,A," 94,000.00 "," 168,668.00 ",24200.00,195077,168668,9900,170877,0.04,r
871," 24,000.00 ", 0.14 ,814.8,B," 195,000.00 "," 170,699.00 ",17400.00,213845,33755,5000,32563,0.13,w
872," 12,600.00 ", 0.15 ,299.63,C," 31,553.00 "," 174,517.00 ",5800.00,189150,11476,5800,9909,0.13,e
873," 15,000.00 ", 0.13 ,504.33,B," 60,000.00 "," 31,722.00 ",15200.00,50754,31722,11000,32111,0.03,r
874," 18,400.00 ", 0.16 ,449.81,C," 66,000.00 "," 260,703.00 ",28600.00,278600,12743,20500,0,0.23,w
875," 7,000.00 ", 0.14 ,237.65,B," 39,000.00 "," 13,555.00 ",13700.00,26218,13555,2300,12518,-0.07,e
876," 8,475.00 ", 0.14 ,291.6,C," 51,000.00 "," 19,421.00 ",34400.00,57808,19421,12200,23408,0.00,r
877," 16,675.00 ", 0.09 ,529.49,A," 200,000.00 "," 347,684.00 ",93500.00,364864,149945,28500,59939,0.08,w
878," 25,000.00 ", 0.14 ,854.2,C," 65,000.00 "," 33,099.00 ",40500.00,69300,33099,16200,28800,0.13,e
879," 7,000.00 ", 0.09 ,222.28,A," 81,624.00 "," 74,032.00 ",18700.00,89050,74032,18700,70350,0.04,r
880," 10,000.00 ", 0.08 ,311.62,A," 55,000.00 "," 41,087.00 ",46100.00,80258,41087,37200,34158,0.03,w
881," 12,000.00 ", 0.14 ,282.16,C," 30,000.00 "," 30,361.00 ",20900.00,46192,30361,19400,25292,-0.28,e
882," 3,200.00 ", 0.09 ,101.62,A," 40,000.00 "," 49,356.00 ",8200.00,55941,49356,7500,47741,0.05,r
883," 20,000.00 ", 0.08 ,625.81,A," 90,000.00 "," 216,162.00 ",39600.00,241915,46785,38000,31115,0.07,w
884," 30,000.00 ", 0.13 ,1008.66,B," 200,000.00 "," 1,081,411.00 ",135400.00,1159956,207922,55500,99548,0.12,e
885," 17,000.00 ", 0.07 ,521.97,A," 60,000.00 "," 60,675.00 ",38500.00,129300,46039,33500,38173,0.06,r
886," 16,000.00 ", 0.16 ,559.44,C," 53,000.00 "," 27,351.00 ",22200.00,30740,27351,18600,8540,0.03,w
887," 8,000.00 ", 0.13 ,268.98,B," 80,000.00 "," 223,249.00 ",31500.00,269193,37296,31500,35625,0.12,e
888," 9,000.00 ", 0.14 ,305.55,B," 30,000.00 "," 26,533.00 ",16100.00,37676,26533,12000,21576,0.06,r
889," 35,000.00 ", 0.14 ,822.95,C," 100,000.00 "," 81,936.00 ",46700.00,126762,81936,46700,80062,0.20,w
890," 30,000.00 ", 0.13 ,1008.66,B," 73,000.00 "," 214,165.00 ",41100.00,245803,48536,33200,31453,0.11,e
891," 8,700.00 ", 0.14 ,295.37,B," 79,000.00 "," 77,172.00 ",16200.00,96838,77172,13300,80638,0.10,r
892," 15,000.00 ", 0.12 ,498.15,B," 49,000.00 "," 15,431.00 ",29600.00,37684,15431,16700,8084,0.11,w
893," 17,600.00 ", 0.14 ,597.52,B," 85,000.00 "," 22,230.00 ",71200.00,71200,22230,70200,0,0.13,e
894," 30,000.00 ", 0.20 ,794.32,D," 75,000.00 "," 140,134.00 ",24300.00,155411,32470,24300,20811,0.25,r
895," 12,000.00 ", 0.08 ,375.49,A," 71,000.00 "," 41,101.00 ",49600.00,76792,41101,43600,27192,0.07,w
896," 7,500.00 ", 0.12 ,249.08,B," 40,000.00 "," 13,741.00 ",9100.00,18991,13741,5700,9891,0.05,e
897," 5,000.00 ", 0.16 ,176.38,C," 26,434.00 "," 17,994.00 ",9241.00,33942,17994,2841,24701,0.16,r
